date,AltcoinPsycho__conf,CarpeNoctom__conf,CryptoHayes__conf,DavidDuong__conf,JSeyff__conf,TraderMercury__conf,_Checkmatey___conf,rektcapital__conf,confidence_mean,voters_count,y_pred,confidence_mean_decayed,weights_sum,days_in_window,open,high,low,close,volume,close_future_1d,y_true
2026-02-17,75.0,18.0,32.0,35.0,32.0,51.0,100.0,9.0,44.0,8,SHORT,37.81875316248415,8.458134171671002,14,68892.3,69238.8,66605.4,67507.4,466700162.67,66460.4,SHORT
2026-02-18,75.0,16.0,66.0,29.0,37.0,53.0,100.0,9.0,48.125,8,SHORT,39.40916777227219,8.458134171671002,14,67507.5,68472.3,65857.2,66460.4,528985078.6211,67006.9,LONG
2026-02-19,75.0,16.0,83.0,29.0,42.0,53.0,100.0,8.0,50.75,8,SHORT,41.256010783758896,8.458134171671002,14,66457.2,67328.5,65616.5,67006.9,489814867.488,68020.4,LONG
2026-02-20,75.0,13.0,88.0,29.0,48.0,46.0,100.0,8.0,50.875,8,SHORT,42.92641797656871,8.458134171671002,14,67006.9,68318.0,66458.0,68020.4,788560199.6395,67973.2,SHORT
2026-02-21,75.0,12.0,92.0,28.0,53.0,43.0,100.0,8.0,51.375,8,SHORT,44.501646631073335,8.458134171671002,14,68014.9,68705.8,67536.1,67973.2,448212220.4931,67640.5,SHORT
2026-02-22,75.0,12.0,95.0,28.0,56.0,38.0,100.0,8.0,51.5,8,SHORT,45.94755564330493,8.458134171671002,14,67970.7,68247.4,67191.6,67640.5,454071703.711,64643.2,SHORT
2026-02-23,75.0,9.0,98.0,27.0,59.0,55.0,100.0,6.0,53.625,8,SHORT,47.21984853325686,8.458134171671002,14,67640.5,67682.9,63877.1,64643.2,1141907557.2013,64061.3,SHORT
2026-02-24,75.0,8.0,99.0,27.0,41.0,44.0,100.0,6.0,50.0,8,SHORT,47.95769781803613,8.458134171671002,14,64643.3,65004.4,62500.1,64061.3,1047066654.4171,67983.9,LONG
2026-02-25,98.0,8.0,99.0,27.0,39.0,46.0,100.0,4.0,52.625,8,SHORT,48.82539497047458,8.458134171671002,14,64062.6,70000.9,63909.5,67983.9,1650895510.8558,67482.8,SHORT
2026-02-26,99.0,8.0,100.0,27.0,37.0,43.0,76.0,6.0,49.5,8,SHORT,49.26789079356836,8.458134171671002,14,67983.9,68855.4,66500.0,67482.8,973266271.9282,65868.2,SHORT
2026-02-27,99.0,8.0,100.0,25.0,34.0,50.0,75.0,5.0,49.5,8,SHORT,49.52025067954625,8.458134171671002,14,67482.8,68203.9,64921.9,65868.2,774737605.3276,66970.7,LONG
2026-02-28,99.0,7.0,82.0,25.0,30.0,48.0,74.0,5.0,46.25,8,SHORT,49.32556367204731,8.458134171671002,14,65868.3,67755.3,63017.6,66970.7,864409537.6726,65777.7,SHORT
2026-03-01,100.0,7.0,100.0,25.0,26.0,56.0,79.0,5.0,49.75,8,SHORT,49.593341389637025,8.458134171671002,14,66970.7,68200.8,65036.0,65777.7,637713932.8408,68830.8,LONG
2026-03-02,100.0,28.0,100.0,25.0,25.0,68.0,79.0,6.0,53.875,8,LONG,50.32585242846777,8.458134171671002,14,65777.8,70100.6,65273.6,68830.8,981803535.6452,68330.6,SHORT
2026-03-03,100.0,31.0,100.0,25.0,22.0,61.0,78.0,6.0,52.875,8,LONG,50.859304493592845,8.458134171671002,14,68830.8,69253.5,66132.0,68330.6,813496409.2984,72668.2,LONG
2026-03-04,100.0,33.0,45.0,25.0,19.0,67.0,78.0,8.0,46.875,8,LONG,50.49424627098355,8.458134171671002,14,68330.6,74050.0,67400.0,72668.2,1155247731.4953,,
